dataset,attack,row_percent,metric,clean,poisoned_mean,poisoned_std,delta_mean,delta_std,relative_pct,relative_unstable,n_runs
lcld_v2,label-flip,4,roc_auc,0.7154768602512154,0.7074018117339166,0.0006777915331721383,-0.008075048517298811,0.0006777915331721383,-1.1286246929723949,False,5
lcld_v2,label-flip,4,accuracy,0.806,0.8024000000000001,0.000489897948556636,-0.0036000000000000034,0.000489897948556636,-0.4466501240694793,False,5
lcld_v2,label-flip,4,balanced_accuracy,0.5305990859151279,0.5115019185667957,0.001850474251925917,-0.01909716734833211,0.001850474251925917,-3.5991707967975657,False,5
lcld_v2,label-flip,4,mcc,0.15017271488376943,0.08059992510513328,0.007609158707088503,-0.06957278977863617,0.007609158707088503,-46.32851569107215,False,5
lcld_v2,label-flip,16,ce,0.454624160950639,0.4982987969679559,0.0013491007846475709,0.04367463601731688,0.0013491007846475709,9.606756474620994,False,5
lcld_v2,label-flip,16,roc_auc,0.7154768602512154,0.6550562294947249,0.0021597242740087124,-0.060420630756490644,0.002159724274008712,-8.444805711155494,False,5
lcld_v2,label-flip,16,accuracy,0.806,0.7849999999999999,0.0014142135623730963,-0.02100000000000002,0.0014142135623730963,-2.6054590570719625,False,5
lcld_v2,label-flip,16,balanced_accuracy,0.5305990859151279,0.5090953341214102,0.001286829712768961,-0.021503751793717774,0.001286829712768961,-4.052730651925286,False,5
lcld_v2,label-flip,16,mcc,0.15017271488376943,0.0373220774233758,0.0054776592850284385,-0.11285063746039363,0.00547765928502844,-75.14723133808806,False,5
lcld_v2,label-flip,64,ce,0.454624160950639,1.1715987700450092,0.008305012945901812,0.71697460909437,0.008305012945901814,157.70710637004967,False,5
lcld_v2,label-flip,64,roc_auc,0.7154768602512154,0.3818396748234728,0.00295999002889086,-0.33363718542774257,0.00295999002889086,-46.63144316234032,False,5
lcld_v2,label-flip,64,accuracy,0.806,0.3332,0.005670978751503135,-0.47280000000000005,0.005670978751503135,-58.66004962779157,False,5
lcld_v2,label-flip,64,balanced_accuracy,0.5305990859151279,0.4407684381538773,0.004546472203496151,-0.08983064776125067,0.004546472203496151,-16.930041936713693,False,5
