path,model,dataset,ctx,test,rows,eps,cons,iters,loss_old,loss_new,loss_pct,acc_old,acc_new,acc_pct,bacc_old,bacc_new,bacc_pct,mcc_old,mcc_new,mcc_pct,auc_old,auc_new,auc_pct,cells_moved,cells_total,pct_ctx,run
optimiser,TabPFNv2/simple/ne1,url_unique,5000,1000,128,0.5,none,100,0.08342944830656052,1.3867855072021484,1562.2254316082992,0.972,0.498,-48.76543209876543,0.97206,0.50591,-47.95485875357489,0.94402,0.07646,-91.90059532637021,0.99475,0.98133,-1.349082684091479,7936,8064,2.56,url_unique/abl_rows128_none_it100
deployed,TabPFNv2/simple/ne1,url_unique,5000,1000,1,0.5,full,10,0.08312133699655533,0.08343621343374252,0.3788154143866138,0.974,0.974,0.0,0.9741213750720183,0.9741213750720183,0.0,0.9481213673030194,0.9481213673030194,0.0,0.994978714550925,0.9949507073810895,-0.0028148511546975032,32,63,0.02,url_unique/p1_full
optimiser,TabPFNv2/simple/ne1,url_unique,5000,1000,1,0.5,full,10,0.0834294781088829,0.08454079926013947,1.3320485474045374,0.972,0.97,-0.20576131687242818,0.97206,0.97006,-0.20574861634055527,0.94402,0.94002,-0.42371983644414357,0.99475,0.99459,-0.01608444332747414,32,63,0.02,url_unique/p1_full
deployed,TabPFNv2/simple/ne1,url_unique,5000,1000,1,0.5,none,10,0.08312133699655533,0.08072545379400253,-2.8823925229355787,0.974,0.976,0.20533880903490778,0.9741213750720183,0.9760578708149286,0.198794092036739,0.9481213673030194,0.9520243282801549,0.4116520428431721,0.994978714550925,0.9949827155751872,0.00040212159352980876,62,63,0.02,url_unique/p1_none
optimiser,TabPFNv2/simple/ne1,url_unique,5000,1000,1,0.5,none,10,0.0834294781088829,0.08568298816680908,2.701095714616777,0.972,0.971,-0.10288065843621409,0.97206,0.9711,-0.09875933584347384,0.94402,0.94209,-0.2044448210842977,0.99475,0.99452,-0.023121387283243377,62,63,0.02,url_unique/p1_none
deployed,TabPFNv2/simple/ne1,url_unique,5000,1000,1,5.0,none,10,0.08312133699655533,0.08134441822767258,-2.1377408413875605,0.974,0.975,0.10266940451745389,0.9741213750720183,0.9751056270405223,0.10103997239883664,0.9481213673030194,0.9500915194403343,0.20779535249997422,0.994978714550925,0.9946266244158505,-0.03538670023041117,62,63,0.02,url_unique/p1_none_eps5
optimiser,TabPFNv2/simple/ne1,url_unique,5000,1000,1,5.0,none,10,0.0834294781088829,0.08958631008863449,7.379684158777036,0.972,0.973,0.10288065843621409,0.97206,0.97311,0.10801802357879096,0.94402,0.94609,0.2192750153598458,0.99475,0.99398,-0.07740638351345046,62,63,0.02,url_unique/p1_none_eps5
deployed,TabPFNv2/simple/ne1,url_unique,5000,1000,1,50.0,none,10,0.08312133699655533,0.08457457274198532,1.7483305706334065,0.974,0.974,0.0,0.9741213750720183,0.9741853914602138,0.006571705521879909,0.9481213673030194,0.9482797291270326,0.016702695401080898,0.994978714550925,0.9950507329876448,0.007238188683491924,62,63,0.02,url_unique/p1_none_eps50
optimiser,TabPFNv2/simple/ne1,url_unique,5000,1000,1,50.0,none,10,0.0834294781088829,0.09956265985965729,19.337507696882803,0.972,0.975,0.30864197530864224,0.97206,0.97507,0.30965166759253104,0.94402,0.95004,0.6376983538484381,0.99475,0.99275,-0.20105554159336533,62,63,0.02,url_unique/p1_none_eps50
deployed,TabPFNv2/simple/ne1,url_unique,5000,1000,1,50.0,none,100,0.08312133699655533,0.09587128460407257,15.338958765840857,0.974,0.971,-0.3080082135523617,0.9741213750720183,0.9712006273606043,-0.29983406443556426,0.9481213673030194,0.9423277372042936,-0.6110641842411043,0.994978714550925,0.994694641828308,-0.028550633140449047,62,63,0.02,url_unique/p2_none_eps50_it100
optimiser,TabPFNv2/simple/ne1,url_unique,5000,1000,1,50.0,none,100,0.0834294781088829,0.165469691157341,98.33480312724515,0.972,0.938,-3.497942386831279,0.97206,0.93869,-3.432915663642163,0.94402,0.87955,-6.829304463888468,0.99475,0.98899,-0.5790399597888904,62,63,0.02,url_unique/p2_none_eps50_it100
deployed,TabPFNv2/simple/ne1,wids,5000,1000,1,0.5,full,100,0.21170996129512787,0.21289950609207153,0.5618747411159438,0.929,0.929,0.0,0.6606227106227106,0.6606227106227106,0.0,0.46363654973446233,0.46363654973446233,0.0,0.8761416361416361,0.8762148962148963,0.008361670104262399,93,108,0.02,wids/abl_rows001_full_it100
optimiser,TabPFNv2/simple/ne1,wids,5000,1000,1,0.5,full,100,0.2107923924922943,0.2130381315946579,1.0653795783667483,0.926,0.927,0.1079913606911448,0.64896,0.65452,0.8567554240631178,0.43509,0.44601,2.5098255533338025,0.8759,0.87355,-0.268295467519119,93,108,0.02,wids/abl_rows001_full_it100
deployed,TabPFNv2/simple/ne1,wids,5000,1000,1,0.5,none,100,0.21170996129512787,0.21198530495166779,0.13005701519924348,0.929,0.928,-0.10764262648008621,0.6606227106227106,0.6600732600732601,-0.08317161075686137,0.46363654973446233,0.4567550279289409,-1.4842492054309933,0.8761416361416361,0.8769597069597069,0.09337198283070626,106,108,0.02,wids/abl_rows001_none_it100
optimiser,TabPFNv2/simple/ne1,wids,5000,1000,1,0.5,none,100,0.2107923924922943,0.21263356506824493,0.8734530474186483,0.926,0.927,0.1079913606911448,0.64896,0.65452,0.8567554240631178,0.43509,0.44601,2.5098255533338025,0.8759,0.87368,-0.25345359059253336,106,108,0.02,wids/abl_rows001_none_it100
deployed,TabPFNv2/simple/ne1,wids,5000,1000,2,0.5,full,100,0.21170996129512787,0.21420468389987946,1.17836807937152,0.929,0.928,-0.10764262648008621,0.6606227106227106,0.6600732600732601,-0.08317161075686137,0.46363654973446233,0.4567550279289409,-1.4842492054309933,0.8761416361416361,0.8761538461538462,0.001393611684047957,180,216,0.04,wids/abl_rows002_full_it100
optimiser,TabPFNv2/simple/ne1,wids,5000,1000,2,0.5,full,100,0.2107924222946167,0.21484903991222382,1.9244608385102828,0.926,0.927,0.1079913606911448,0.64896,0.65452,0.8567554240631178,0.43509,0.44601,2.5098255533338025,0.8759,0.87133,-0.5217490581116524,180,216,0.04,wids/abl_rows002_full_it100
deployed,TabPFNv2/simple/ne1,wids,5000,1000,2,0.5,none,100,0.21170996129512787,0.21563036739826202,1.8517815974039273,0.929,0.927,-0.21528525296017242,0.6606227106227106,0.6545177045177045,-0.9241290084095707,0.46363654973446233,0.446014483990089,-3.800836183960478,0.8761416361416361,0.8711233211233212,-0.5727744021405679,212,216,0.04,wids/abl_rows002_none_it100
optimiser,TabPFNv2/simple/ne1,wids,5000,1000,2,0.5,none,100,0.2107924222946167,0.2156304121017456,2.295144082725625,0.926,0.927,0.1079913606911448,0.64896,0.65452,0.8567554240631178,0.43509,0.44601,2.5098255533338025,0.8759,0.87112,-0.5457243977623024,212,216,0.04,wids/abl_rows002_none_it100
deployed,TabPFNv2/simple/ne1,wids,5000,1000,4,0.5,full,100,0.21170996129512787,0.21571019291877747,1.8894867294757072,0.929,0.93,0.10764262648008621,0.6606227106227106,0.6661782661782663,0.8409573976527261,0.46363654973446233,0.47417512815506374,2.2730258058035213,0.8761416361416361,0.8741880341880343,-0.222977869446444,360,432,0.08,wids/abl_rows004_full_it100
optimiser,TabPFNv2/simple/ne1,wids,5000,1000,4,0.5,full,100,0.21079236268997192,0.21780015528202057,3.3245002345533403,0.926,0.925,-0.1079913606911448,0.64896,0.64841,-0.08475098619328456,0.43509,0.42839,-1.5399112827231112,0.8759,0.86934,-0.7489439433725322,360,432,0.08,wids/abl_rows004_full_it100
deployed,TabPFNv2/simple/ne1,wids,5000,1000,4,0.5,none,100,0.21170996129512787,0.22103631496429443,4.405250283034837,0.929,0.925,-0.43057050592034485,0.6606227106227106,0.6484126984126984,-1.8482580168191414,0.46363654973446233,0.42839241824571567,-7.601672367920943,0.8761416361416361,0.867081807081807,-1.0340598695579453,424,432,0.08,wids/abl_rows004_none_it100
optimiser,TabPFNv2/simple/ne1,wids,5000,1000,4,0.5,none,100,0.21079236268997192,0.22103631496429443,4.8597359712643176,0.926,0.925,-0.1079913606911448,0.64896,0.64841,-0.08475098619328456,0.43509,0.42839,-1.5399112827231112,0.8759,0.86708,-1.0069642653270978,424,432,0.08,wids/abl_rows004_none_it100
deployed,TabPFNv2/simple/ne1,wids,5000,1000,8,0.5,full,100,0.21170996129512787,0.21881769597530365,3.3572981812922156,0.929,0.93,0.10764262648008621,0.6606227106227106,0.6661782661782663,0.8409573976527261,0.46363654973446233,0.47417512815506374,2.2730258058035213,0.8761416361416361,0.8738339438339439,-0.2633926082836193,721,864,0.16,wids/abl_rows008_full_it100
optimiser,TabPFNv2/simple/ne1,wids,5000,1000,8,0.5,full,100,0.2107923924922943,0.22091315686702728,4.801294892605265,0.926,0.928,0.2159827213822896,0.64896,0.65507,0.9415064102564196,0.43509,0.45292,4.098002712082561,0.8759,0.86696,-1.0206644594131817,721,864,0.16,wids/abl_rows008_full_it100
deployed,TabPFNv2/simple/ne1,wids,5000,1000,8,0.5,none,100,0.21170996129512787,0.22635668516159058,6.9182969836950114,0.929,0.928,-0.10764262648008621,0.6606227106227106,0.6550671550671551,-0.8409573976527094,0.46363654973446233,0.4529248545740495,-2.3103646954813426,0.8761416361416361,0.8621001221001221,-1.6026534366464074,848,864,0.16,wids/abl_rows008_none_it100
optimiser,TabPFNv2/simple/ne1,wids,5000,1000,8,0.5,none,100,0.2107923924922943,0.226356640458107,7.383685806584148,0.926,0.928,0.2159827213822896,0.64896,0.65507,0.9415064102564196,0.43509,0.45292,4.098002712082561,0.8759,0.8621,-1.5755223198995356,848,864,0.16,wids/abl_rows008_none_it100
deployed,TabPFNv2/simple/ne1,wids,5000,1000,16,0.5,full,100,0.21170996129512787,0.2233700007200241,5.5075535197146035,0.929,0.927,-0.21528525296017242,0.6606227106227106,0.6545177045177045,-0.9241290084095707,0.46363654973446233,0.446014483990089,-3.800836183960478,0.8761416361416361,0.8709401709401708,-0.5936785774011984,1411,1728,0.32,wids/abl_rows016_full_it100
optimiser,TabPFNv2/simple/ne1,wids,5000,1000,16,0.5,full,100,0.2107923924922943,0.23185430467128754,9.991780030564035,0.926,0.922,-0.4319654427645792,0.64896,0.64176,-1.1094674556212993,0.43509,0.40449,-7.033027649451828,0.8759,0.85816,-2.0253453590592505,1411,1728,0.32,wids/abl_rows016_full_it100
deployed,TabPFNv2/simple/ne1,wids,5000,1000,16,0.5,none,100,0.21170996129512787,0.23884829878807068,12.81863986320012,0.929,0.923,-0.6458557588805173,0.6606227106227106,0.6322954822954823,-4.287958599020425,0.46363654973446233,0.40114645151144007,-13.478251069466394,0.8761416361416361,0.8536996336996338,-2.5614582752661685,1696,1728,0.32,wids/abl_rows016_none_it100
optimiser,TabPFNv2/simple/ne1,wids,5000,1000,16,0.5,none,100,0.2107923924922943,0.2388482242822647,13.309698447013925,0.926,0.923,-0.32397408207343437,0.64896,0.6323,-2.567184418145958,0.43509,0.40115,-7.800684915764548,0.8759,0.8537,-2.534535905925334,1696,1728,0.32,wids/abl_rows016_none_it100
deployed,TabPFNv2/simple/ne1,wids,5000,1000,32,0.5,full,100,0.21170996129512787,0.22664082050323486,7.052506701511831,0.929,0.924,-0.538213132400431,0.6606227106227106,0.6378510378510378,-3.4470012013677156,0.46363654973446233,0.41266976662731075,-10.992831159739604,0.8761416361416361,0.8697435897435899,-0.7302525224371254,2826,3456,0.64,wids/abl_rows032_full_it100
optimiser,TabPFNv2/simple/ne1,wids,5000,1000,32,0.5,full,100,0.2107923924922943,0.24143432080745697,14.53654373047775,0.926,0.917,-0.9719222462203032,0.64896,0.61398,-5.3901627218934935,0.43509,0.34561,-20.565859937024523,0.8759,0.85144,-2.792556227879899,2826,3456,0.64,wids/abl_rows032_full_it100
deployed,TabPFNv2/simple/ne1,wids,5000,1000,32,0.5,none,100,0.21170996129512787,0.2600286602973938,22.823063547259693,0.929,0.922,-0.7534983853606034,0.6606227106227106,0.6317460317460317,-4.371130209777286,0.46363654973446233,0.3943938690795999,-14.93468983291323,0.8761416361416361,0.8456654456654457,-3.4784547633647316,3392,3456,0.64,wids/abl_rows032_none_it100
optimiser,TabPFNv2/simple/ne1,wids,5000,1000,32,0.5,none,100,0.2107923924922943,0.26002857089042664,23.35766382078148,0.926,0.922,-0.4319654427645792,0.64896,0.63175,-2.6519354043392425,0.43509,0.39439,-9.354386448780703,0.8759,0.84567,-3.4513072268523777,3392,3456,0.64,wids/abl_rows032_none_it100
deployed,TabPFNv2/simple/ne1,wids,5000,1000,64,0.5,full,100,0.21170996129512787,0.2310573011636734,9.138606303732189,0.929,0.921,-0.8611410118406897,0.6606227106227106,0.6061660561660562,-8.243230755013387,0.46363654973446233,0.3621170862724382,-21.896346075426358,0.8761416361416361,0.8654090354090355,-1.2249846702714637,5676,6912,1.28,wids/abl_rows064_full_it100
optimiser,TabPFNv2/simple/ne1,wids,5000,1000,64,0.5,full,100,0.2107923924922943,0.24539481103420258,16.415401966260802,0.926,0.913,-1.4038876889848824,0.64896,0.58675,-9.586107001972385,0.43509,0.28649,-34.15385322576937,0.8759,0.85167,-2.766297522548233,5676,6912,1.28,wids/abl_rows064_full_it100
deployed,TabPFNv2/simple/ne1,wids,5000,1000,64,0.5,none,100,0.21170996129512787,0.3131709098815918,47.92450386641248,0.929,0.907,-2.3681377825618966,0.6606227106227106,0.5684371184371184,-13.954348026984567,0.46363654973446233,0.22600649819627935,-51.253519955292646,0.8761416361416361,0.8013308913308913,-8.538658788115278,6784,6912,1.28,wids/abl_rows064_none_it100
optimiser,TabPFNv2/simple/ne1,wids,5000,1000,64,0.5,none,100,0.2107923924922943,0.3131713271141052,48.568609811453925,0.926,0.907,-2.051835853131751,0.64896,0.56844,-12.40754437869823,0.43509,0.22601,-48.05442552115654,0.8759,0.80132,-8.514670624500512,6784,6912,1.28,wids/abl_rows064_none_it100
deployed,TabPFNv2/simple/ne1,wids,5000,1000,128,0.5,full,100,0.21170996129512787,0.22796949744224548,7.680099721170654,0.929,0.921,-0.8611410118406897,0.6606227106227106,0.6211843711843712,-5.969873394325844,0.46363654973446233,0.37741649871420396,-18.596474128202146,0.8761416361416361,0.8666300366300367,-1.0856235018674283,11334,13824,2.56,wids/abl_rows128_full_it100
optimiser,TabPFNv2/simple/ne1,wids,5000,1000,128,0.5,full,100,0.2107924073934555,0.24012504518032074,13.915414767342293,0.926,0.917,-0.9719222462203032,0.64896,0.61398,-5.3901627218934935,0.43509,0.34561,-20.565859937024523,0.8759,0.86065,-1.7410663317730317,11334,13824,2.56,wids/abl_rows128_full_it100
deployed,TabPFNv2/simple/ne1,wids,5000,1000,128,0.5,none,100,0.21170996129512787,0.3573431372642517,68.78900505116447,0.929,0.914,-1.6146393972012931,0.6606227106227106,0.5722832722832722,-13.37214675168654,0.46363654973446233,0.27032064923183774,-41.695569646815386,0.8761416361416361,0.838095238095238,-4.342494007469764,13568,13824,2.56,wids/abl_rows128_none_it100
optimiser,TabPFNv2/simple/ne1,wids,5000,1000,128,0.5,none,100,0.2107924073934555,0.35734280943870544,69.52356769269475,0.926,0.914,-1.2958963282937375,0.64896,0.57228,-11.81582840236686,0.43509,0.27032,-37.87032567974442,0.8759,0.8381,-4.3155611371161156,13568,13824,2.56,wids/abl_rows128_none_it100
deployed,TabPFNv2/simple/ne1,wids,5000,1000,1,0.5,full,10,0.21170996129512787,0.21205444633960724,0.16271555781881758,0.929,0.929,0.0,0.6606227106227106,0.6606227106227106,0.0,0.46363654973446233,0.46363654973446233,0.0,0.8761416361416361,0.876019536019536,-0.01393611684040354,88,108,0.02,wids/p1_full
optimiser,TabPFNv2/simple/ne1,wids,5000,1000,1,0.5,full,10,0.2107923924922943,0.2113921344280243,0.2845178275358796,0.926,0.927,0.1079913606911448,0.64896,0.65452,0.8567554240631178,0.43509,0.44601,2.5098255533338025,0.8759,0.87491,-0.1130266012101891,88,108,0.02,wids/p1_full
deployed,TabPFNv2/simple/ne1,wids,5000,1000,1,0.5,none,10,0.21170996129512787,0.2115970104932785,-0.05335167091732146,0.929,0.928,-0.10764262648008621,0.6606227106227106,0.6600732600732601,-0.08317161075686137,0.46363654973446233,0.4567550279289409,-1.4842492054309933,0.8761416361416361,0.876984126984127,0.0961592061987895,106,108,0.02,wids/p1_none
optimiser,TabPFNv2/simple/ne1,wids,5000,1000,1,0.5,none,10,0.2107923924922943,0.2115444391965866,0.3567712740486064,0.926,0.927,0.1079913606911448,0.64896,0.65452,0.8567554240631178,0.43509,0.44601,2.5098255533338025,0.8759,0.87484,-0.12101838109373911,106,108,0.02,wids/p1_none
deployed,TabPFNv2/simple/ne1,wids,5000,1000,1,5.0,none,10,0.21170996129512787,0.21246536076068878,0.35680865507687254,0.929,0.929,0.0,0.6606227106227106,0.6606227106227106,0.0,0.46363654973446233,0.46363654973446233,0.0,0.8761416361416361,0.8758363858363859,-0.03484029210099618,106,108,0.02,wids/p1_none_eps5
optimiser,TabPFNv2/simple/ne1,wids,5000,1000,1,5.0,none,10,0.2107923924922943,0.21427951753139496,1.654293590898031,0.926,0.928,0.2159827213822896,0.64896,0.65006,0.1695019723865862,0.43509,0.44922,3.2476039440115914,0.8759,0.87032,-0.6370590250028576,106,108,0.02,wids/p1_none_eps5
deployed,TabPFNv2/simple/ne1,wids,5000,1000,1,50.0,none,10,0.21170996129512787,0.21947182714939117,3.6662733329978323,0.929,0.928,-0.10764262648008621,0.6606227106227106,0.6500610500610501,-1.5987431845485574,0.46363654973446233,0.4492215617227324,-3.109113813392361,0.8761416361416361,0.8686568986568988,-0.8542839623167219,106,108,0.02,wids/p1_none_eps50
optimiser,TabPFNv2/simple/ne1,wids,5000,1000,1,50.0,none,10,0.2107923924922943,0.2234811931848526,6.019572406068752,0.926,0.925,-0.1079913606911448,0.64896,0.6384,-1.6272189349112447,0.43509,0.41966,-3.5463927003608444,0.8759,0.86747,-0.9624386345473283,106,108,0.02,wids/p1_none_eps50
deployed,TabPFNv2/simple/ne1,wids,5000,1000,1,50.0,none,100,0.21170996129512787,0.22320900857448578,5.431509792459888,0.929,0.925,-0.43057050592034485,0.6606227106227106,0.6484126984126984,-1.8482580168191414,0.46363654973446233,0.42839241824571567,-7.601672367920943,0.8761416361416361,0.8680830280830282,-0.9197837114666211,106,108,0.02,wids/p2_none_eps50_it100
optimiser,TabPFNv2/simple/ne1,wids,5000,1000,1,50.0,none,100,0.2107923924922943,0.2331094592809677,10.587225907352998,0.926,0.917,-0.9719222462203032,0.64896,0.61398,-5.3901627218934935,0.43509,0.34561,-20.565859937024523,0.8759,0.86168,-1.6234729992008232,106,108,0.02,wids/p2_none_eps50_it100
